기업명: KB금융
기업 고유번호: 00688996
사업연도: 2025
보고서 코드: 11011
재무제표 구분: CFS

[재무상태표 (BS)]
----------------------------------------------------------------------------------------------------
계정명                                                    당기 금액                    전기 금액
주식의 포괄적 교환                                         0                        0
주식의 포괄적 교환                                         0                        0
주식의 포괄적 교환                                         0                        0
주식의 포괄적 교환                                         0                        0
주식의 포괄적 교환                                         0                        0
주식의 포괄적 교환                                         0                        0
주식의 포괄적 교환                                         0                        0
주식의 포괄적 교환                                         0                        0
보통주 배당                                  928,710,000,000          882,159,000,000
보통주 배당                                    1,414,000,000            3,829,000,000
보통주 배당                                  927,296,000,000          878,330,000,000
보통주 배당                                                0                        0
보통주 배당                                                0                        0
보통주 배당                                  927,296,000,000          878,330,000,000
보통주 배당                                                0                        0
보통주 배당                                                0                        0
종속기업자본변동                                           0            2,118,000,000
종속기업자본변동                                -225,000,000           -9,709,000,000
종속기업자본변동                                 225,000,000           11,827,000,000
종속기업자본변동                              49,742,000,000            1,264,000,000
종속기업자본변동                                           0                        0
종속기업자본변동                             -49,742,000,000           -1,693,000,000
종속기업자본변동                                           0                        0
종속기업자본변동                                 225,000,000           12,256,000,000
사업결합 관련 비지배지분 변동                643,304,000,000            4,451,000,000
사업결합 관련 비지배지분 변동                643,304,000,000            5,599,000,000
사업결합 관련 비지배지분 변동                              0           -1,148,000,000
사업결합 관련 비지배지분 변동                              0                        0
사업결합 관련 비지배지분 변동                              0                        0
사업결합 관련 비지배지분 변동                              0                        0
사업결합 관련 비지배지분 변동                              0                        0
사업결합 관련 비지배지분 변동                              0           -1,148,000,000
기타                                         -10,764,000,000          -60,372,000,000
기타                                          -5,945,000,000          -47,056,000,000
기타                                          -4,819,000,000          -13,316,000,000
기타                                                       0                        0
기타                                                       0                        0
기타                                          -3,928,000,000              -12,000,000
기타                                                       0                        0
기타                                            -891,000,000          -13,304,000,000
자기주식 순증감                             -149,998,000,000         -132,123,000,000
자기주식 순증감                                            0                        0
자기주식 순증감                             -149,998,000,000         -132,123,000,000
자기주식 순증감                                            0            3,832,000,000
자기주식 순증감                                            0                        0
자기주식 순증감                             -150,000,000,000         -136,688,000,000
자기주식 순증감                                            0                        0
자기주식 순증감                                    2,000,000              733,000,000
기타포괄손익-공정가치측정금융상...        -1,321,567,000,000           34,058,000,000
기타포괄손익-공정가치측정금융상...          -153,159,000,000             -145,000,000
기타포괄손익-공정가치측정금융상...        -1,168,408,000,000           34,203,000,000
기타포괄손익-공정가치측정금융상...        -1,168,408,000,000           34,203,000,000
기타포괄손익-공정가치측정금융상...                         0                        0
기타포괄손익-공정가치측정금융상...                         0                        0
기타포괄손익-공정가치측정금융상...                         0                        0
기타포괄손익-공정가치측정금융상...                         0                        0
기타포괄손익-공정가치측정지분증...                         0                        0
기타포괄손익-공정가치측정지분증...                         0                        0
기타포괄손익-공정가치측정지분증...                         0                        0
기타포괄손익-공정가치측정지분증...             1,319,000,000          -53,460,000,000
기타포괄손익-공정가치측정지분증...                         0                        0
기타포괄손익-공정가치측정지분증...            -1,319,000,000           53,460,000,000
기타포괄손익-공정가치측정지분증...                         0                        0
기타포괄손익-공정가치측정지분증...                         0                        0
현금흐름위험회피평가손익                    -167,670,000,000            6,591,000,000
현금흐름위험회피평가손익                     -37,157,000,000                        0
현금흐름위험회피평가손익                    -130,513,000,000            6,591,000,000
현금흐름위험회피평가손익                    -130,513,000,000            6,591,000,000
현금흐름위험회피평가손익                                   0                        0
현금흐름위험회피평가손익                                   0                        0
현금흐름위험회피평가손익                                   0                        0
현금흐름위험회피평가손익                                   0                        0
당기손익-공정가치측정지정금융부...               -74,000,000            1,348,000,000
당기손익-공정가치측정지정금융부...                         0                        0
당기손익-공정가치측정지정금융부...               -74,000,000            1,348,000,000
당기손익-공정가치측정지정금융부...               -74,000,000            1,348,000,000
당기손익-공정가치측정지정금융부...                         0                        0
당기손익-공정가치측정지정금융부...                         0                        0
당기손익-공정가치측정지정금융부...                         0                        0
당기손익-공정가치측정지정금융부...                         0                        0
해외사업환산손익                            -116,405,000,000          522,845,000,000
해외사업환산손익                              -9,392,000,000           14,214,000,000
해외사업환산손익                            -107,013,000,000          508,631,000,000
해외사업환산손익                            -107,013,000,000          508,631,000,000
해외사업환산손익                                           0                        0
해외사업환산손익                                           0                        0
해외사업환산손익                                           0                        0
해외사업환산손익                                           0                        0
재보험계약자산(부채)순금융손익               -15,631,000,000                        0
재보험계약자산(부채)순금융손익                -5,170,000,000                        0
재보험계약자산(부채)순금융손익               -10,461,000,000                        0
재보험계약자산(부채)순금융손익               -10,461,000,000                        0
재보험계약자산(부채)순금융손익                             0                        0
재보험계약자산(부채)순금융손익                             0                        0
재보험계약자산(부채)순금융손익                             0                        0
재보험계약자산(부채)순금융손익                             0                        0
확정급여제도의 재측정요소                     -8,681,000,000          -61,929,000,000
확정급여제도의 재측정요소                      2,093,000,000               25,000,000
확정급여제도의 재측정요소                    -10,774,000,000          -61,954,000,000
확정급여제도의 재측정요소                    -10,774,000,000          -61,954,000,000
확정급여제도의 재측정요소                                  0                        0
확정급여제도의 재측정요소                                  0                        0
확정급여제도의 재측정요소                                  0                        0
확정급여제도의 재측정요소                                  0                        0
해외사업장순투자위험회피평가손익              22,319,000,000         -114,827,000,000
해외사업장순투자위험회피평가손익                           0                        0
해외사업장순투자위험회피평가손익              22,319,000,000         -114,827,000,000
해외사업장순투자위험회피평가손익              22,319,000,000         -114,827,000,000
해외사업장순투자위험회피평가손익                           0                        0
해외사업장순투자위험회피평가손익                           0                        0
해외사업장순투자위험회피평가손익                           0                        0
해외사업장순투자위험회피평가손익                           0                        0
보험계약자산(부채)순금융손익               1,786,814,000,000                        0
보험계약자산(부채)순금융손익                 252,285,000,000                        0
보험계약자산(부채)순금융손익               1,534,529,000,000                        0
보험계약자산(부채)순금융손익               1,534,529,000,000                        0
보험계약자산(부채)순금융손익                               0                        0
보험계약자산(부채)순금융손익                               0                        0
보험계약자산(부채)순금융손익                               0                        0
보험계약자산(부채)순금융손익                               0                        0
지분법자본변동                                -2,335,000,000           -5,367,000,000
지분법자본변동                                             0                        0
지분법자본변동                                -2,335,000,000           -5,367,000,000
지분법자본변동                                -2,335,000,000           -5,357,000,000
지분법자본변동                                             0                        0
지분법자본변동                                             0              -10,000,000
지분법자본변동                                             0                        0
지분법자본변동                                             0                        0
당기순이익                                 3,227,508,000,000        3,171,469,000,000
당기순이익                                   103,162,000,000           85,474,000,000
당기순이익                                 3,124,346,000,000        3,085,995,000,000
당기순이익                                                 0                        0
당기순이익                                                 0                        0
당기순이익                                 3,124,346,000,000        3,085,995,000,000
당기순이익                                                 0                        0
당기순이익                                                 0                        0
자본총계                                  37,859,248,000,000       35,895,269,000,000
자본총계                                   1,841,909,000,000        1,798,433,000,000
자본총계                                  36,017,339,000,000       34,096,836,000,000
자본총계                                  -1,219,327,000,000       -1,400,885,000,000
자본총계                                   3,710,498,000,000        3,810,435,000,000
자본총계                                  28,790,056,000,000       26,950,510,000,000
자본총계                                   3,802,676,000,000        3,802,676,000,000
자본총계                                     933,436,000,000          934,100,000,000
-----------------------------------------------------------------------------------------------

기업명: 하나금융지주
기업 고유번호: 00547583
사업연도: 2025
보고서 코드: 11011
재무제표 구분: CFS

[재무상태표 (BS)]
----------------------------------------------------------------------------------------------------
계정명                                                    당기 금액                    전기 금액
----------------------------------------------------------------------------------------------------
현금 및 예치금                            43,339,918,000,000       40,404,953,000,000
상각후원가측정 대출채권                  434,222,513,000,000      403,384,381,000,000
상각후원가측정 유가증권                   30,855,819,000,000       34,077,051,000,000
자산총계                                 674,590,676,000,000      637,847,513,000,000
당기법인세자산                                54,408,000,000           71,410,000,000
이연법인세자산                               163,475,000,000          162,451,000,000
위험회피회계파생상품자산                     109,277,000,000          163,267,000,000
기타포괄손익-공정가치측정 금융자산        50,543,915,000,000       46,108,524,000,000
당기손익-공정가치측정 금융자산            73,098,647,000,000       72,637,666,000,000
보험계약자산                                  39,945,000,000           25,663,000,000
무형자산                                   1,072,497,000,000        1,046,157,000,000
관계기업 및 공동기업 투자주식              4,860,241,000,000        4,766,266,000,000
투자부동산                                 1,214,868,000,000        1,372,766,000,000
매각예정비유동자산                            36,429,000,000           43,676,000,000
기타자산                                  26,953,329,000,000       26,018,718,000,000
유형자산                                   7,930,341,000,000        7,487,309,000,000
순확정급여자산                                45,686,000,000           37,531,000,000
재보험계약자산                                49,368,000,000           39,724,000,000
자본총계                                  45,645,554,000,000       43,576,927,000,000
지배기업소유주지분                        44,579,957,000,000       42,701,020,000,000
자본조정                                    -548,563,000,000         -325,342,000,000
자본잉여금                                10,576,317,000,000       10,579,140,000,000
신종자본증권                               4,269,517,000,000        4,139,727,000,000
기타포괄손익누계액                          -909,399,000,000         -833,858,000,000
자본금                                     1,501,210,000,000        1,501,210,000,000
이익잉여금                                29,690,875,000,000       27,640,143,000,000
비지배지분                                 1,065,597,000,000          875,907,000,000
부채및자본총계                           674,590,676,000,000      637,847,513,000,000
사채                                      72,812,888,000,000       64,879,611,000,000
당기법인세부채                               760,254,000,000          352,554,000,000
이연법인세부채                               335,691,000,000          459,549,000,000
예수부채                                 409,385,271,000,000      390,208,735,000,000
위험회피회계파생상품부채                     488,894,000,000          394,086,000,000
당기손익-공정가치측정 금융부채            32,628,528,000,000       34,647,766,000,000
보험계약부채                               5,668,141,000,000        5,551,383,000,000
부채총계                                 628,945,122,000,000      594,270,586,000,000
차입부채                                  50,456,150,000,000       46,143,154,000,000
기타부채                                  55,203,907,000,000       50,426,132,000,000
충당부채                                     839,051,000,000          724,641,000,000
순확정급여부채                               359,079,000,000          475,272,000,000
재보험계약부채                                 7,268,000,000            7,703,000,000
----------------------------------------------------------------------------------------------------
총 계정 수: 41개

[현금흐름표 (CF)]
----------------------------------------------------------------------------------------------------
계정명                                                    당기 금액                    전기 금액
----------------------------------------------------------------------------------------------------
기초의 현금및현금성자산                   32,766,660,000,000       29,636,710,000,000
기말의 현금및현금성자산                   36,565,097,000,000       32,766,660,000,000
재무활동으로 인한 현금흐름                 9,527,758,000,000        3,692,000,000,000
신종자본증권 발행                          1,197,233,000,000          797,978,000,000
신종자본증권의 상환                        1,070,000,000,000          265,000,000,000
신종자본증권의 배당                          166,976,000,000          150,664,000,000
비지배지분의 순증감                           79,846,000,000          -37,715,000,000
차입부채의 순증감                          5,065,648,000,000          780,782,000,000
위험회피회계 파생상품의 순증감                25,453,000,000          -22,459,000,000
배당금지급                                 1,253,612,000,000          974,452,000,000
리스부채의 상환                              208,333,000,000          243,230,000,000
사채의 발행                               41,678,150,000,000       36,702,704,000,000
자기주식의 취득                             -754,121,000,000         -396,885,000,000
사채의 상환                               35,065,530,000,000       32,499,059,000,000
투자활동으로 인한 현금흐름                -3,946,069,000,000          596,536,000,000
당기손익-공정가치 측정 금융자산...        17,696,563,000,000       12,721,118,000,000
상각후원가측정 금융자산의 상환            10,803,457,000,000        5,763,552,000,000
기타포괄손익-공정가치측정 금융자...       30,083,496,000,000       33,002,295,000,000
당기손익-공정가치 측정 금융자산...        19,090,231,000,000       14,215,710,000,000
상각후원가측정 금융자산의 취득             7,565,670,000,000        3,030,914,000,000
기타포괄손익-공정가치측정 금융자...       34,292,704,000,000       32,987,203,000,000
보증금의 순증감                              -26,853,000,000           39,817,000,000
종속기업의 취득 및 처분으로 인한...           68,071,000,000        1,205,395,000,000
위험회피회계 파생상품의 순증감                -1,940,000,000          -51,960,000,000
매각예정비유동자산의 순증감                    5,794,000,000           17,556,000,000
무형자산의 처분                                6,009,000,000              303,000,000
투자부동산의 처분                             22,627,000,000          300,267,000,000
관계기업 투자주식의 처분                      94,784,000,000          154,106,000,000
유형자산의 처분                              313,388,000,000          205,204,000,000
무형자산의 취득                              297,905,000,000          323,263,000,000
관계기업 투자주식의 취득                      55,285,000,000          142,777,000,000
투자부동산의 취득                             60,970,000,000           60,970,000,000
유형자산의 취득                            1,648,700,000,000        2,000,280,000,000
영업활동으로 인한 현금흐름                -1,962,471,000,000       -2,451,814,000,000
영업활동으로 인한 자산 부채의 변동        -7,752,620,000,000       -8,184,060,000,000
예치금                                       878,176,000,000       -2,476,082,000,000
당기손익-공정가치측정금융자산(단...        2,359,279,000,000      -14,835,573,000,000
상각후원가측정 대출채권                  -36,503,270,000,000      -14,706,891,000,000
당기손익-공정가치측정 금융부채            -2,359,617,000,000       12,498,253,000,000
충당부채                                     -27,721,000,000         -184,587,000,000
보험계약부채                                -419,157,000,000          216,493,000,000
재보험계약자산                               -11,654,000,000           -8,380,000,000
보험계약자산                                               0          -17,945,000,000
재보험계약부채                                  -927,000,000           -3,313,000,000
관계기업투자 및 공동기업 투자주...            58,757,000,000           83,229,000,000
위험회피목적 파생상품의 순증감              -128,564,000,000           43,520,000,000
순확정급여자산                                -8,155,000,000           21,117,000,000
기타자산                                  -1,380,731,000,000        1,718,434,000,000
예수부채                                  23,483,663,000,000       11,362,343,000,000
순확정급여자산                              -340,290,000,000         -120,566,000,000
기타부채                                   5,809,277,000,000       -1,341,126,000,000
당기순이익조정을 위한 가감                -5,720,101,000,000       -6,632,827,000,000
신용손실충당금 전입액                      1,292,628,000,000        1,234,631,000,000
외화환산손익                                -279,498,000,000          468,606,000,000
기타손익                                    -116,247,000,000          -50,598,000,000
퇴직급여                                     203,260,000,000          183,456,000,000
당기손익-공정가치측정 금융상품 ...           562,595,000,000          737,909,000,000
기타포괄손익-공정가치측정 금융자...          225,587,000,000          204,692,000,000
당기손익-공정가치측정 금융상품 ...           160,155,000,000          122,292,000,000
보험관련손익                                  54,791,000,000           80,843,000,000
위험회피회계 파생상품 관련 손익              138,764,000,000          -65,768,000,000
매각예정비유동자산 관련손익                     -761,000,000             -441,000,000
유ㆍ무형자산 및 투자부동산 관련 ...           28,737,000,000          121,113,000,000
상각후원가측정 채무증권관련 신용...             -440,000,000              831,000,000
기타포괄손익-공정가치측정 금융자...             -391,000,000            1,043,000,000
감가상각비 및 무형자산상각비               1,645,594,000,000        1,480,620,000,000
배당금수익                                    92,327,000,000          107,546,000,000
법인세비용                                 1,422,310,000,000        1,283,636,000,000
이자비용                                  13,296,267,000,000       15,355,588,000,000
이자수익                                  22,459,703,000,000       24,116,588,000,000
주식기준보상비용                              48,799,000,000           24,026,000,000
지분법이익                                   301,975,000,000          353,874,000,000
상각후원가측정 금융자산 처분손익                           0                2,000,000
배당의 수취                                  104,602,000,000          107,206,000,000
법인세의 납부                              1,074,532,000,000          857,973,000,000
이자의 지급                               13,654,939,000,000       14,633,654,000,000
이자의 수취                               22,098,481,000,000       23,980,965,000,000
연결당기순이익                             4,036,638,000,000        3,768,529,000,000
외화표시 현금 및 현금성자산에 대...          179,219,000,000        1,293,228,000,000
현금및현금성자산의 순증감                  3,798,437,000,000        3,129,950,000,000
----------------------------------------------------------------------------------------------------
총 계정 수: 80개

[포괄손익계산서 (CIS)]
----------------------------------------------------------------------------------------------------
계정명                                                    당기 금액                    전기 금액
----------------------------------------------------------------------------------------------------
위험회피회계 파생상품 관련 손익              138,764,000,000          -65,768,000,000
상각후원가측정 금융자산 처분손익            -174,833,000,000          -76,242,000,000
기타포괄손익-공정가치측정 금융자...          246,940,000,000          220,765,000,000
당기손익-공정가치측정 금융상품관...        1,053,027,000,000          261,714,000,000
영업외손익                                   108,050,000,000          196,983,000,000
기타비용                                     383,685,000,000          488,058,000,000
기타수익                                     189,760,000,000          331,167,000,000
지분법이익                                   301,975,000,000          353,874,000,000
기타영업비용                               3,030,201,000,000        2,760,911,000,000
기타영업수익                               1,018,948,000,000          933,558,000,000
보험 및 재보험 금융손익                         -114,000,000           37,559,000,000
순영업이익                                12,049,749,000,000       11,212,804,000,000
총영업이익                                13,341,546,000,000       12,449,309,000,000
연결당기총포괄이익                         3,944,138,000,000        4,404,341,000,000
비지배지분                                    17,319,000,000           58,990,000,000
지배기업소유주지분                         3,926,819,000,000        4,345,351,000,000
기본주당이익                                          13,954                   12,629
희석주당이익                                          13,954                   12,629
순수수료이익                               2,718,982,000,000        2,469,854,000,000
수수료비용                                 1,297,999,000,000        1,128,960,000,000
수수료수익                                 4,016,981,000,000        3,598,814,000,000
신용손실충당금 전입액                      1,291,797,000,000        1,236,505,000,000
법인세비용                                 1,422,310,000,000        1,283,636,000,000
순보험손익                                    54,905,000,000           43,284,000,000
재보험비용                                    50,656,000,000           45,186,000,000
재보험수익                                    45,185,000,000           34,320,000,000
보험수익                                     648,222,000,000          606,134,000,000
보험서비스비용                               587,846,000,000          551,984,000,000
순이자이익                                 9,163,436,000,000        8,761,000,000,000
이자비용                                  13,296,267,000,000       15,355,588,000,000
금융상품 이자비용                         12,947,642,000,000       15,035,692,000,000
보험 및 재보험계약 이자비용                  348,625,000,000          319,896,000,000
이자수익                                  22,459,703,000,000       24,116,588,000,000
당기손익-공정가치측정 금융상품 ...         1,189,650,000,000        1,080,986,000,000
보험 및 재보험계약 이자수익                      390,000,000              304,000,000
기타포괄손익-공정가치측정 및 상...        21,269,663,000,000       23,035,298,000,000
외환거래손익                                 140,439,000,000          797,143,000,000
기타포괄손익                                 -92,500,000,000          635,812,000,000
기타포괄손익-공정가치측정채무증...          -229,662,000,000          372,198,000,000
현금흐름위험회피파생상품평가손익            -158,927,000,000           50,993,000,000
해외사업장환산외환차이                       -22,991,000,000          471,271,000,000
재보험계약 관련 금융손익                       2,148,000,000           -3,173,000,000
순투자위험회피평가손익                       -14,584,000,000         -141,881,000,000
보험계약 관련 금융손익                       189,722,000,000         -233,393,000,000
지분법자본변동                              -107,135,000,000          235,731,000,000
당기손익-공정가치측정항목지정 금...             -464,000,000            1,331,000,000
기타포괄손익-공정가치측정지분상...           263,014,000,000           55,650,000,000
확정급여제도의 재측정요소                    -14,793,000,000         -172,432,000,000
지분법자본변동                                 1,172,000,000             -483,000,000
연결당기순이익                             4,036,638,000,000        3,768,529,000,000
비지배지분                                    33,756,000,000           29,680,000,000
지배기업소유주지분                         4,002,882,000,000        3,738,849,000,000
법인세비용차감전순이익                     5,458,948,000,000        5,052,165,000,000
영업이익                                   5,350,898,000,000        4,855,182,000,000
일반관리비                                 4,687,598,000,000        4,530,269,000,000
----------------------------------------------------------------------------------------------------
총 계정 수: 55개

[자본변동표 (SCE)]
----------------------------------------------------------------------------------------------------
계정명                                                    당기 금액                    전기 금액
----------------------------------------------------------------------------------------------------
기초자본                                  43,576,927,000,000       40,181,717,000,000
기초자본                                  10,579,140,000,000       10,582,774,000,000
기초자본                                   1,501,210,000,000        1,501,210,000,000
기초자본                                  27,640,143,000,000       25,126,145,000,000
기초자본                                   4,139,727,000,000        3,606,048,000,000
기초자본                                    -833,858,000,000       -1,291,177,000,000
기초자본                                  42,701,020,000,000       39,343,318,000,000
기초자본                                     875,907,000,000          838,399,000,000
기초자본                                    -325,342,000,000         -181,682,000,000
연차배당                                     504,691,000,000          460,827,000,000
연차배당                                     504,691,000,000          460,827,000,000
연차배당                                     507,425,000,000          463,211,000,000
연차배당                                       2,734,000,000            2,384,000,000
신종자본증권 배당                            166,976,000,000          150,664,000,000
신종자본증권 배당                            166,976,000,000          150,664,000,000
신종자본증권 배당                             24,235,000,000           18,641,000,000
신종자본증권 배당                            191,211,000,000          169,305,000,000
중간배당                                     748,921,000,000          511,241,000,000
중간배당                                     748,921,000,000          511,241,000,000
중간배당                                     748,921,000,000          511,241,000,000
신종자본증권발행                           1,546,150,000,000          797,978,000,000
신종자본증권발행                           1,197,233,000,000          797,978,000,000
신종자본증권발행                           1,197,233,000,000          797,978,000,000
신종자본증권발행                             348,917,000,000                        -
신종자본증권의 상환                            2,557,000,000            2,294,000,000
신종자본증권의 상환                        1,067,443,000,000          264,299,000,000
신종자본증권의 상환                        1,070,000,000,000          265,001,000,000
신종자본증권의 상환                          149,578,000,000                        -
신종자본증권의 상환                        1,219,578,000,000          265,001,000,000
신종자본증권의 상환                                        -           -1,592,000,000
자기주식의 소각                              530,900,000,000          251,627,000,000
자기주식의 소각                             -530,900,000,000         -251,627,000,000
종속기업의 유상증자                                1,000,000                        -
종속기업의 유상증자                             -265,000,000             -904,000,000
종속기업의 유상증자                             -266,000,000             -904,000,000
종속기업의 유상증자                             -266,000,000             -904,000,000
종속기업의 지분변동                                        -           -1,161,000,000
종속기업의 지분변동                                        -             -725,000,000
종속기업의 지분변동                                        -             -436,000,000
종속기업의 지분변동                                        -             -436,000,000
기타변동                                        -140,000,000              325,000,000
기타변동                                                   -                6,000,000
기타변동                                        -140,000,000              599,000,000
기타변동                                                   -              268,000,000
기타변동                                        -140,000,000              331,000,000
자기주식 취득                                754,121,000,000          396,885,000,000
자기주식 취득                                754,121,000,000          396,885,000,000
자기주식 취득                                754,121,000,000          396,885,000,000
기타포괄손익-공정가치측정지분증...              -522,000,000          149,183,000,000
기타포괄손익-공정가치측정지분증...               522,000,000         -149,183,000,000
기타포괄손익-공정가치측정채무증...          -229,662,000,000          372,198,000,000
기타포괄손익-공정가치측정채무증...             3,279,000,000           -1,126,000,000
기타포괄손익-공정가치측정채무증...          -232,941,000,000          373,324,000,000
기타포괄손익-공정가치측정채무증...          -232,941,000,000          373,324,000,000
당기손익-공정가치측정항목지정금...              -464,000,000            1,331,000,000
당기손익-공정가치측정항목지정금...              -464,000,000            1,331,000,000
당기손익-공정가치측정항목지정금...              -464,000,000            1,331,000,000
기타포괄손익-공정가치측정지분증...           263,014,000,000           55,650,000,000
기타포괄손익-공정가치측정지분증...           263,014,000,000           55,650,000,000
기타포괄손익-공정가치측정지분증...           263,014,000,000           55,650,000,000
현금흐름위험회피파생상품평가손익            -158,927,000,000           50,993,000,000
현금흐름위험회피파생상품평가손익            -158,927,000,000           50,993,000,000
현금흐름위험회피파생상품평가손익            -158,927,000,000           50,993,000,000
해외사업장환산외환차이                        -3,110,000,000          440,803,000,000
해외사업장환산외환차이                        -3,110,000,000          440,803,000,000
해외사업장환산외환차이                       -19,881,000,000           30,468,000,000
해외사업장환산외환차이                       -22,991,000,000          471,271,000,000
재보험계약 관련 금융손익                       2,148,000,000           -3,173,000,000
재보험계약 관련 금융손익                       2,148,000,000           -3,173,000,000
재보험계약 관련 금융손익                       2,148,000,000           -3,173,000,000
확정급여제도의 재측정요소                    -14,958,000,000         -172,400,000,000
확정급여제도의 재측정요소                        165,000,000              -32,000,000
확정급여제도의 재측정요소                    -14,793,000,000         -172,432,000,000
확정급여제도의 재측정요소                    -14,958,000,000         -172,400,000,000
순투자위험회피평가손익                       -14,584,000,000         -141,881,000,000
순투자위험회피평가손익                       -14,584,000,000         -141,881,000,000
순투자위험회피평가손익                       -14,584,000,000         -141,881,000,000
보험계약 관련 금융손익                       189,722,000,000         -233,393,000,000
보험계약 관련 금융손익                       189,722,000,000         -233,393,000,000
보험계약 관련 금융손익                       189,722,000,000         -233,393,000,000
지분법자본변동                              -105,963,000,000          235,248,000,000
지분법자본변동                              -105,963,000,000          235,248,000,000
지분법자본변동                              -105,963,000,000          235,248,000,000
연결당기순이익                             4,036,638,000,000        3,768,529,000,000
연결당기순이익                                33,756,000,000           29,680,000,000
연결당기순이익                             4,002,882,000,000        3,738,849,000,000
연결당기순이익                             4,002,882,000,000        3,738,849,000,000
자본총계                                  10,576,317,000,000       10,579,140,000,000
자본총계                                   1,501,210,000,000        1,501,210,000,000
자본총계                                  29,690,875,000,000       27,640,143,000,000
자본총계                                   4,269,517,000,000        4,139,727,000,000
자본총계                                    -909,399,000,000         -833,858,000,000
자본총계                                  44,579,957,000,000       42,701,020,000,000
자본총계                                   1,065,597,000,000          875,907,000,000
자본총계                                    -548,563,000,000         -325,342,000,000
자본총계                                  45,645,554,000,000       43,576,927,000,000


기업명: 농협금융지주
기업 고유번호: 00908021
사업연도: 2025
보고서 코드: 11011
재무제표 구분: CFS

[재무상태표 (BS)]
----------------------------------------------------------------------------------------------------
계정명                                                    당기 금액                    전기 금액
----------------------------------------------------------------------------------------------------
현금및예치금                              27,815,674,000,000       33,689,126,000,000
상각후원가 측정 대출채권 및 기타...      394,589,210,000,000      353,537,772,000,000
상각후원가 측정 유가증권                  26,509,913,000,000       28,497,922,000,000
자산총계                                 602,753,447,000,000      555,316,342,000,000
당기법인세자산                               113,069,000,000            8,258,000,000
이연법인세자산                                 8,706,000,000           22,630,000,000
파생상품자산                               2,179,601,000,000        3,066,654,000,000
기타포괄손익-공정가치 측정 금융자산       81,292,977,000,000       71,839,596,000,000
당기손익-공정가치 측정 금융자산           60,246,770,000,000       55,187,456,000,000
보험계약자산                                      26,000,000               18,000,000
무형자산                                     830,677,000,000          712,019,000,000
관계기업 및 공동기업투자                     937,815,000,000          874,244,000,000
투자부동산                                 1,398,385,000,000        2,053,212,000,000
매각예정자산                                      15,000,000               15,000,000
기타자산                                     475,466,000,000          420,445,000,000
유형자산                                   4,609,102,000,000        3,676,212,000,000
순확정급여자산                                 5,435,000,000            3,661,000,000
재보험계약자산                             1,440,195,000,000        1,374,829,000,000
사용권자산                                   300,411,000,000          352,273,000,000
자본총계                                  39,905,609,000,000       36,870,759,000,000
지배주주지분                              33,370,901,000,000       31,390,027,000,000
기타불입자본                              17,664,056,000,000       17,226,335,000,000
기타포괄손익누계액                        -2,613,870,000,000       -2,465,372,000,000
자본금                                     1,505,386,000,000        1,505,386,000,000
이익잉여금                                16,815,329,000,000       15,123,678,000,000
비지배지분                                 6,534,708,000,000        5,480,732,000,000
부채및자본총계                           602,753,447,000,000      555,316,342,000,000
사채                                      46,151,346,000,000       41,676,532,000,000
당기법인세부채                                75,397,000,000          323,349,000,000
이연법인세부채                               687,868,000,000          386,423,000,000
예수부채                                 353,572,348,000,000      333,578,575,000,000
파생상품부채                               3,937,664,000,000        4,290,453,000,000
당기손익-공정가치 측정 금융부채            3,225,481,000,000        2,763,804,000,000
당기손익-공정가치 측정 지정 금융...        7,956,286,000,000        7,771,234,000,000
